date,code,field,time,focal_patch,order,family,species_name,count,location,time_sampled_mins,time_sampled_secs,feeding,niche,current_dispersal,voltinism ,stage,size,Parasitised ,notes,pic_obs_samp,Written
26/09/2023,BC_B_1.2,Broad Cliff B,1,2,Diptera,Muscidae,"Muscidae sp. (Latreille, 1802) (obs)",1,Leaf near top,14,55,Sponging,,Fly,,,M,N,,Observation ,written up 20/11/2023
26/09/2023,BC_B_1.2,Broad Cliff B,1,2,Diptera,,"Diptera sp. (Linnaeus, 1758) (obs)",2,Leaf,13,44,Sponging,Herbivore,Fly ,,,M,N,,Observation,written up 20/11/2023
26/09/2023,BC_B_1.2,Broad Cliff B,1,2,Diptera,Agromyzidae,"Agromyzidae sp. (Fallén, 1823) (Mine)",3,Leaf near top,11,56,Scraping,Herbivore,Walk,Bivoltine,Juvenile,S,N,,Pictured,written up 20/11/2023
26/09/2023,BC_B_1.2,Broad Cliff B,1,2,Hemiptera ,Aphidae,"Capitophorus sp. (van der Goot, 1913) (Morpho 1)",2,Leaf,8,2,Piercing/Sucking,Herbivore ,Walk,Multivoltine,Both,S,N,,Observation ,written up 28/09/2023
26/09/2023,BC_B_1.2,Broad Cliff B,1,2,Hemiptera ,Cicadellidae,"Cicadellidae sp. (Latreille, 1802) (Morpho 1)",3,Leaf near top,14,25,Piercing/Sucking,Herbivore ,Fly,,Adult,S,N,,Sampled,written up 20/11/2023
26/09/2023,BC_B_1.2,Broad Cliff B,1,2,Hemiptera ,Aphidae,"Capitophorus sp. (van der Goot, 1913) (Morpho 1)",37,Leaf,13,15,Piercing/Sucking,Herbivore ,Walk,Multivoltine,Both,S,N,,Sampled,written up 20/11/2023
26/09/2023,BC_B_1.2,Broad Cliff B,1,2,Isopoda,Trichoniscidae,"Trichoniscus pusillus (Brandt, 1833)",4,Underside leaf,8,27,Biting/Chewing,Detritivore,Walk,Bivoltine,Both,S,N,,Sampled,written up 20/11/2023
11/09/2023,BC_B_2.1,Broad Cliff B,2,1,Diptera,,,0,,,,,,,,,,,,,written up 25/03/2024
11/09/2023,BC_B_2.1,Broad Cliff B,2,1,Acari,Tetranychidae ,"Tetranychidae sp. (Donnadieu, 1875) ",1,Dead leaf near base,1,2,Biting/Sucking,Herbivore ,Walk,Multivoltine,Adult,XS,N,,Sampled,written up 16/10/2023
11/09/2023,BC_B_2.1 ,Broad Cliff B,2,1,Araneae ,Theridiidae,"Achaearanea sp. (Strand, 1929)",1,Dead leaf near base,0,4,Biting/Sucking,Predator,Walk,Multivoltine,Adult,S,N,,Sampled,written up 16/10/2023
11/09/2023,BC_B_2.1 ,Broad Cliff B,2,1,Coleoptera,Coccinellidae,"Coccinella septempunctata (Linnaeus, 1758)",1,Leaf near base ,14,28,Biting/Chewing,Predator ,Fly,Facultative,Adult,M,N,,Pictured,written up 14/10/2023
11/09/2023,BC_B_2.1 ,Broad Cliff B,2,1,Collembola,Sminthuridae,"Sminthurus viridis (Linnaeus, 1758)",4,Leaf near base ,8,28,Biting/Chewing,Herbivore,Hop,Multivoltine ,Both,XS,N,,Sampled,written up 16/10/2023
11/09/2023,BC_B_2.1 ,Broad Cliff B,2,1,Collembola,Entomobryidae,Entomobryidae sp. (Morpho 2),1,Dead leaf near base,0,30,Biting/Chewing,Herbivore,Hop,Multivoltine,Juvenile,S,,,Sampled,written up 16/10/2023
11/09/2023,BC_B_2.1 ,Broad Cliff B,2,1,Hemiptera ,Aphidae,"Capitophorus sp. (van der Goot, 1913) (Morpho 1)",14,Leaf near top ,12,30,Piercing/Sucking,Herbivore ,Walk,Multivoltine,Both,S,N,,Observation ,written up 16/10/2023
11/09/2023,BC_B_2.1 ,Broad Cliff B,2,1,Hemiptera ,Auchenorrhyncha,Auchenorrhyncha sp. (obs),2,Leaf near top,10,40,Piercing/Sucking,Herbivore,,,,M,N,,Observation ,written up 16/10/2023
11/09/2023,BC_B_2.1 ,Broad Cliff B,2,1,Hymenoptera,Figitidiae ,"Figitidae sp. (Thomson, 1862) (Morpho 1)",1,Leaf near base,10,30,Biting/Chewing,Parasitoid,Fly,Multivoltine,Adult,XS,N,,Sampled,written up 16/10/2023
11/09/2023,BC_B_2.1 ,Broad Cliff B,2,1,Hymenoptera,Chrysidoidea,"Chrysidoidea sp. (Latreille, 1802)",2,Leaf near base,9,40,Biting/Chewing,Parasitoid,Fly,Facultative,Adult,S,N,,Sampled,written up 16/10/2023
11/09/2023,BC_B_2.1 ,Broad Cliff B,2,1,Diptera,Agromyzidae,"Agromyzidae sp. (Fallén, 1823) (Mine)",2,Leaf near top,11,54,Scraping,Herbivore,Walk,Bivoltine,Juvenile,S,N,,Pictured,written up 16/10/2023
05/08/2023,BC_B_2.10,Broad Cliff B,2,1,Araneae,,,0,,,,,,,,,,,,,written up 25/03/2024
05/08/2023,BC_B_2.10,Broad Cliff B,2,1,Diptera,,,0,,,,,,,,,,,,,written up 25/03/2024
05/08/2023,BC_B_2.10,Broad Cliff B,2,1,Hemiptera,,,0,,,,,,,,,,,,,written up 25/03/2024
05/08/2023,BC_B_2.10,Broad Cliff B,2,1,Coleoptera,Nitidulidae,"Meligethes aeneus (Fabricius, 1775)",1,Blooming flower,,,Biting/Chewing,Pollinator,Fly,Univoltine ,Adult,S,N,,Sampled,Written up 06/08/2023
05/08/2023,BC_B_2.10,Broad Cliff B,2,1,Coleoptera,Cerambycidae,"Cerambycidae sp. (Latreille, 1802)",1,Leaf,,,Biting/Chewing,Herbivore,Fly,,Adult,M,N,Stinky? Was kinda dead,Sampled,Written up 06/08/2023
05/08/2023,BC_B_2.10,Broad Cliff B,2,1,Collembola ,Sminthuridae,"Sminthurus viridis (Linnaeus, 1758)",3,Stem anDead leafeaf ,,,Biting/Chewing,Omnivore,Hop,Multivoltine,Both,XS,N,,Sampled,Written up 06/08/2023
05/08/2023,BC_B_2.10,Broad Cliff B,2,1,Hymenoptera,Chalcidoidea,Chalcidoidea sp. ,1,Leaf,,,Biting/Chewing,Parasitoid,Fly,,Adult,XS,N,,Observation ,Written up 06/08/2023
11/09/2023,BC_B_2.2,Broad Cliff B,2,2,Hymenoptera,,,0,,,,,,,,,,,,,written up 25/03/2024
11/09/2023,BC_B_2.2,Broad Cliff B,2,2,Araneae,Theridiidae,"Theridiidae sp. (Sundevall, 1833) ",2,Underside dead leaf near base,7,2,Biting/Sucking,Predator,Walk,Univoltine ,Adult,S,N,,Sampled,written up 16/10/2023
11/09/2023,BC_B_2.2,Broad Cliff B,2,2,Coleoptera,Coccinellidae,"Coccinella septempunctata (Linnaeus, 1758)",1,Leaf near top ,14,46,Biting/Chewing,Predator ,Fly,Facultative,Adult,M,N,,Observed ,written up 16/10/2023
11/09/2023,BC_B_2.2,Broad Cliff B,2,2,Coleoptera,Chrysomelidae,"Sphaeroderma testaceum (Fabricius, 1775)",1,Leaf near top ,5,40,Biting/Chewing,Herbivore,Fly,Univoltine ,Adult,M,N,,Sampled,written up 16/10/2023
11/09/2023,BC_B_2.2,Broad Cliff B,2,2,Collembola,Entomobryidae,Entomobryidae sp. (Morpho 2),1,Underside leaf,0,59,Biting/Chewing,Herbivore,Hop,Multivoltine,Adult,S,N,,Sampled,written up 16/10/2023
11/09/2023,BC_B_2.2,Broad Cliff B,2,2,Diptera,Chloropidae,"Thaumatomyia sp. (Zenker, 1833)",1,Leaf,5,8,Sponging,Pollinator,Fly,Multivoltine,Adult,S,N,,Sampled,written up 16/10/2023
11/09/2023,BC_B_2.2,Broad Cliff B,2,2,Hemiptera,Microphysidae,"Microphysidae sp. (Dohrn, 1859) (Morpho 2)",1,Rossette ,9,40,Piercing/Sucking,Predator,Fly,Multivoltine,Adult,S,N,,Sampled,written up 16/10/2023
11/09/2023,BC_B_2.2,Broad Cliff B,2,2,Hemiptera ,,Auchenorrhyncha sp. (obs),1,Leaf near top ,13,35,Piercing/Sucking,Herbivore,,,,M,N,,Observed ,written up 16/10/2023
11/09/2023,BC_B_2.2,Broad Cliff B,2,2,Hemiptera ,Aphidae,"Capitophorus sp. (van der Goot, 1913) (Morpho 1)",38,Underside leaf,8,44,Piercing/Sucking,Herbivore ,Walk,Multivoltine,Both,S,N,,Observation ,written up 16/10/2023
11/09/2023,BC_B_2.2,Broad Cliff B,2,2,Diptera,Agromyzidae,"Agromyzidae sp. (Fallén, 1823) (Mine)",1,Leaf near top ,11,50,Scraping,Herbivore,Walk,Bivoltine,Juvenile,S,N,,Pictured,written up 16/10/2023
26/09/2023,BC_B_2.3,Broad Cliff B ,2,3,Araneae,,,0,,,,,,,,,,,,,written up 25/03/2024
26/09/2023,BC_B_2.3,Broad Cliff B ,2,3,Coleoptera,Apionidae,"Apion carduorum (Kirby, 1808)",1,Leaf near top,14,12,Biting/Chewing,Herbivore,Fly,Univoltine ,Adult,S,N,,Sampled,written up 20/11/2023
26/09/2023,BC_B_2.3,Broad Cliff B ,2,3,Coleoptera,Chrysomelidae,"Longitarsus sp. (Scopoli, 1763)",2,Rosette,13,2,Biting/Chewing,Herbivore,Hop,Facultative,Adult,S,N,,Sampled,written up 20/11/2023
26/09/2023,BC_B_2.3,Broad Cliff B ,2,3,Collembola ,Sminthuridae,"Sminthurus viridis (Linnaeus, 1758)",2,Leaf near top,9,15,Biting/Chewing,Omnivore,Hop,Multivoltine,Juvenile,XS,N,,Sampled,written up 20/11/2023
26/09/2023,BC_B_2.3,Broad Cliff B ,2,3,Diptera,Agromyzidae,"Agromyzidae sp. (Fallén, 1823) (Mine)",1,Leaf,3,43,Scraping,Herbivore,Walk,Bivoltine,Juvenile,S,N,,Sampled,written up 20/11/2023
26/09/2023,BC_B_2.3,Broad Cliff B ,2,3,Hemiptera,Microphysidae,"Microphysidae sp. (Dohrn, 1859) (Morpho 2)",1,Rosette,2,28,Piercing/Sucking,Predator,Fly,Multivoltine,Adult,S,N,,Sampled,written up 20/11/2023
26/09/2023,BC_B_2.3,Broad Cliff B ,2,3,Hemiptera ,Aphidae,"Aphis fabae (Scopoli, 1763)",2,Rosette,11,41,Piercing/Sucking,Herbivore,Walk,Multivoltine,Both,S,N,,Sampled,written up 20/11/2023
26/09/2023,BC_B_2.3,Broad Cliff B ,2,3,Hymenoptera,Pteromalidae,"Pteromalidae sp. (Thomson, 1876) (Morpho 2)",1,Underside leaf near top,14,30,Biting/Chewing,Parasitoid,Fly,Multivoltine,Adult,S,N,,Sampled,written up 20/11/2023
26/09/2023,BC_B_2.3,Broad Cliff B ,2,3,Hymenoptera,Pteromalidae,"Pteromalidae sp. (Thomson, 1876) (Morpho 4)",1,Leaf,10,5,Biting/Chewing,Parasitoid,Fly,Multivoltine,Adult,XS,N,,Sampled,written up 20/11/2023
26/09/2023,BC_B_2.3,Broad Cliff B ,2,3,Hymenoptera,Figitidae,"Figitidae sp. (Thomson, 1862) (Morpho 1)",3,Leaf near base,8,29,Biting/Chewing,Parasitoid,Fly,Multivoltine ,Adult,XS,N,,Sampled,written up 20/11/2023
26/09/2023,BC_B_2.3,Broad Cliff B ,2,3,Stylommatophora,Helicidae,"Cepaea hortensis (Müller, 1774)",4,Underside leaf,7,43,Scraping/Chewing,Omnivore,Walk,Bivoltine,Adult,L,N,,Pictured,written up 20/11/2023
26/09/2023,BC_B_2.3,Broad Cliff B ,2,3,Stylommatophora,Helicidae,"Arianta arbustorum (Linnaeus, 1758)",1,Underside leaf,0,32,Scraping/Chewing,Omnivore,Walk,Semivoltine,Adult,L,N,,Pictured,written up 20/11/2023
26/09/2023,BC_B_2.4,Broad Cliff B,2,4,Acari,Tetranychidae ,"Tetranychidae sp. (Donnadieu, 1875) ",1,Leaf near base,1,11,Biting/Sucking,Herbivore ,Walk,Multivoltine,Adult,XS,N,,Sampled,written up 20/11/2023
26/09/2023,BC_B_2.4,Broad Cliff B,2,4,Araneae ,Araneidae,"Araneidae sp. (Clerck, 1757) ",1,Leaf near base,11,35,Biting/Sucking,Predator,Walk,Univoltine ,Juvenile,S,N,Got squashed ,Sampled/observation,written up 20/11/2023
26/09/2023,BC_B_2.4,Broad Cliff B,2,4,Coleoptera,Chrysomelidae,"Sphaeroderma rubidum (Graëlls, 1858)",1,Underside leaf near top,9,55,Biting/Chewing,Herbivore,Fly,Univoltine ,Adult,M,N,,Observation,written up 20/11/2023
26/09/2023,BC_B_2.4,Broad Cliff B,2,4,Collembola  ,Sminthuridae,"Sminthurus viridis (Linnaeus, 1758)",3,Leaf,6,30,Biting/Chewing,Omnivore,Hop,Multivoltine,Both,XS,N,,Sampled,written up 20/11/2023
26/09/2023,BC_B_2.4,Broad Cliff B,2,4,Diptera,Agromyzidae,"Agromyzidae sp. (Fallén, 1823) (Mine)",2,Leaf near base,2,59,Scraping,Herbivore,Walk,Bivoltine,Juvenile,S,N,,Pictured,written up 20/11/2023
26/09/2023,BC_B_2.4,Broad Cliff B,2,4,Hemiptera,Delphacidae,"Delphacidae sp. (Leach, 1815) (Juvenile)",1,Leaf,11,56,Piercing/Sucking,Herbivore,Hop,Univoltine ,Juvenile,S,N,,Sampled,written up 20/11/2023
26/09/2023,BC_B_2.4,Broad Cliff B,2,4,Hemiptera ,,Auchenorrhyncha sp. (obs),2,"Leaf, underside leaf",14,20,Piercing/Sucking,Herbivore,,,,M,N,,Observation,written up 20/11/2023
26/09/2023,BC_B_2.4,Broad Cliff B,2,4,Hemiptera ,,Auchenorrhyncha sp. (obs),4,Leaf,14,1,Piercing/Sucking,Herbivore,,,,S,N,,Observation,written up 20/11/2023
26/09/2023,BC_B_2.4,Broad Cliff B,2,4,Hemiptera ,Cicadellidae,"Evacanthus sp. (Lepeletier & Serville, 1828) ",1,"Leaf, underside leaf",11,46,Piercing/Sucking,Herbivore,Hop,Facultative,Adult,M,N,,Sampled,written up 20/11/2023
26/09/2023,BC_B_2.4,Broad Cliff B,2,4,Hymenoptera,Aphelinidae,"Aphelinidae sp. (Thomson, 1876) ",1,Leaf,13,40,Biting/Chewing,Parasitoid,Fly,Multivoltine,Adult,XS,N,,Sampled,written up 20/11/2023
26/09/2023,BC_B_2.4,Broad Cliff B,2,4,Hymenoptera,Pteromalidae,"Pteromalidae sp. (Thomson, 1876) (Morpho 1)",1,Leaf,13,22,Biting/Chewing,Parasitoid,Fly,Multivoltine,Adult,XS,N,,Sampled,written up 20/11/2023
26/09/2023,BC_B_2.4,Broad Cliff B,2,4,Hymenoptera,Figitidae,"Figitidae sp. (Thomson, 1862) (Morpho 1)",4,Leaf,12,42,Biting/Chewing,Parasitoid,Fly,Multivoltine ,Adult,XS,N,,Sampled,written up 20/11/2023
09/08/2023,BC_B_3.1,Broad Cliff B,3,1,Coleoptera,,,0,,,,,,,,,,,,,written up 25/03/2024
09/08/2023,BC_B_3.1,Broad Cliff B,3,1,Diptera,,,0,,,,,,,,,,,,,written up 25/03/2024
09/08/2023,BC_B_3.1,Broad Cliff B,3,1,Araneae,Theridiidae,"Enoplognatha ovata (Clerk, 1757)",1,Dead flower head,,,Biting/Sucking ,Predator,Walk,Univoltine ,Adult,S,N,"""Lineata"" morph and had caught Apis melifera ",Pictured,written up 12/08/2023
09/08/2023,BC_B_3.1,Broad Cliff B,3,1,Collembola ,Sminthuridae,"Sminthurus viridis (Linnaeus, 1758)",4,Leaf,,,Biting/Chewing,Omnivore,Hop,Multivoltine,Both,XS,N,Adults and nymphs check they are not the same species ,Observation,written up 12/08/2023
09/08/2023,BC_B_3.1,Broad Cliff B,3,1,Hemiptera ,,Auchenorrhyncha sp. (obs),5,Leaf,,,Piercing/Sucking,Herbivore ,,,,M,N,Super tiny and are incredibly reactive to my presence and hard to catch (possible under representation),Observation,written up 12/08/2023
09/08/2023,BC_B_3.1,Broad Cliff B,3,1,Hemiptera ,Aphididae,"Capitophorus sp. (van der Goot, 1913) (Morpho 1)",1,Leaf near base,,,Piercing/Sucking,Herbivore ,Walk,Multivoltine,Juvenile,S,N,,Observation ,written up 12/08/2023
09/08/2023,BC_B_3.1,Broad Cliff B,3,1,Hymenoptera,Chalcidoidea,Chalcidoidea sp. (obs),2,"Stem, Dead leaf",,,Biting and chewing,Parasitoid,Fly,,,XS,N,,Observation ,written up 12/08/2023
09/08/2023,BC_B_3.1,Broad Cliff B,3,1,Hymenoptera,Apidae,"Apis mellifera (Linnaeus, 1758)",1,Dead flower head,,,Chewing/Sucking,Pollinator,Fly,Multivoltine,Adult,L,N,Caught in web of Enoplognatha ovata (PREDATED),Pictured,written up 12/08/2023
09/08/2023,BC_B_3.1,Broad Cliff B,3,1,Lepidoptera ,Geometridae ,"Geometridae sp. (Leach, 1815)",1,Leaf,,,Sucking,Herbivore ,Fly,Multivoltine,Adult,L,N,,Observation ,written up 12/08/2023
09/08/2023,BC_B_3.1,Broad Cliff B,3,1,Thysanoptera,Thripidae ,"Thripidae sp. (Stephens, 1829) (Morpho 1)",1,Leaf near flower heads,,,Biting/Chewing,Herbivore ,Fly,Multivoltine ,Adult,XS,N,,Sampled,written up 12/08/2023
05/08/2023,BC_B_3.2,Broad Cliff B,3,2,Araneae,,,0,,,,,,,,,,,,,written up 25/03/2024
05/08/2023,BC_B_3.2,Broad Cliff B,3,2,Diptera,,,0,,,,,,,,,,,,,written up 25/03/2024
05/08/2023,BC_B_3.2,Broad Cliff B,3,2,Hymenoptera,,,0,,,,,,,,,,,,,written up 25/03/2024
05/08/2023,BC_B_3.2,Broad Cliff B,3,2,Coleoptera,Chrysomelidae,"Sphaeoderma testaceum (Fabricius, 1775)",1,Leaf,,,Biting/Chewing,Herbivore,Fly,Univoltine ,Adult,M,N,"Used as natural enemy for C. arvense (Cripps et al, ???, 2011)",Sampled,Written up 06/08/2023
05/08/2023,BC_B_3.2,Broad Cliff B,3,2,Collembola,Entomobryidae,Entomobryidae sp. (Morpho 1),1,Leaf,,,Biting/Chewing,Herbivore,Hop,Multivoltine,Juvenile,XS,N,,Sampled,Written up 06/08/2023
05/08/2023,BC_B_3.2,Broad Cliff B,3,2,Collembola ,Sminthuridae,"Sminthurus viridis (Linnaeus, 1758)",1,leaf,,,Biting/Chewing,Omnivore,Hop,Multivoltine,Juvenile,XS,N,,Sampled,Written up 06/08/2023
05/08/2023,BC_B_3.2,Broad Cliff B,3,2,Hemiptera ,Anthocoridae,"Anthocoris sp. (Fallen, 1814) (Juvenile)",1,Budding flower,,,Piercing/Sucking,Predator,Fly,Multivoltine ,Juvenile,XS,N,,Sampled,Written up 06/08/2023
11/08/2023,BC_B_3.3,Broad Cliff B,3,3,Coleoptera,,,0,,,,,,,,,,,,,written up 25/03/2024
11/08/2023,BC_B_3.3,Broad Cliff B,3,3,Diptera,,,0,,,,,,,,,,,,,written up 25/03/2024
11/08/2023,BC_B_3.3,Broad Cliff B,3,3,Hymenoptera,,,0,,,,,,,,,,,,,written up 25/03/2024
11/08/2023,BC_B_3.3,Broad Cliff B,3,3,Araneae,Thomisidae,"Thomisidae sp. (Sundevall, 1833) (Morpho 1)",1,Leaf,,,Biting/Sucking ,Predator,Walk,,Adult,S,N,Escaped too quick,Observation,written up 12/08/2023
11/08/2023,BC_B_3.3,Broad Cliff B,3,3,Collembola ,Sminthuridae,"Sminthurus viridis (Linnaeus, 1758)",2,Leaf,,,Biting/Chewing,Omnivore,Hop,Multivoltine,Juvenile,XS,N,,Observation ,written up 12/08/2023
11/08/2023,BC_B_3.3,Broad Cliff B,3,3,Hemiptera ,Aphididae,"Capitophorus sp. (van der Goot, 1913) (Morpho 1)",1,Leaf,,,Piercing/Sucking,Herbivore ,Walk,Multivoltine,Adult,S,N,,Observation ,written up 12/08/2023
18/09/2023,BC_B_3.4,Broad Cliff C,3,4,Araneae,,,0,,,,,,,,,,,,,written up 25/03/2024
18/09/2023,BC_B_3.4,Broad Cliff C,3,4,Hymenoptera,,,0,,,,,,,,,,,,,written up 25/03/2024
18/09/2023,BC_B_3.4,Broad Cliff C,3,4,Acari,Tetranychidae ,"Tetranychidae sp. (Donnadieu, 1875) ",2,Stem,4,20,Biting/Sucking,Herbivore ,Walk,Multivoltine,Adult,XS,N,,Sampled,written up 18/10/2023
18/09/2023,BC_B_3.4,Broad Cliff C,3,4,Coleoptera,Chrysomelidae,"Longitarsus sp. (Scopoli, 1763)",1,Underside leaf near top,10,55,Biting/Chewing,Herbivore,Hop,Facultative,Adult,S,N,,Observation,written up 18/10/2023
18/09/2023,BC_B_3.4,Broad Cliff C,3,4,Collembola  ,Sminthuridae,"Sminthurus viridis (Linnaeus, 1758)",3,Underside leaf,2,59,Biting/Chewing,Herbivore,Hop,Multivoltine ,Both,XS,N,,Sampled,written up 18/10/2023
18/09/2023,BC_B_3.4,Broad Cliff C,3,4,Diptera,Sepsidae ,"Sepsidae sp. (Walker, 1833)",2,Stem,9,40,Sponging,Herbivore,Fly,Multivoltine,Adult,M,N,,Sampled,written up 18/10/2023
18/09/2023,BC_B_3.4,Broad Cliff C,3,4,Diptera,Drosophilidae,"Drosophilidae sp. (Rondani, 1856) (Morpho 1)",1,Leaf,8,52,Sponging,Herbivore,Fly,Multivoltine,Adult,S,N,,Sampled,written up 18/10/2023
18/09/2023,BC_B_3.4,Broad Cliff C,3,4,Diptera,Pallopteridae ,"Pallopteridae sp. (Loew, 1862) ",1,Rossette,1,18,Biting/Chewing,Omnivore,Walk,,Juvenile,S,N,,Sampled,written up 18/10/2023
18/09/2023,BC_B_3.4,Broad Cliff C,3,4,Hemiptera ,Aphidae,"Capitophorus sp. (van der Goot, 1913) (Morpho 1)",37,Underside leaf near top ,13,17,Piercing/Sucking,Herbivore ,Walk,Multivoltine,Both,S,N,,Observation,written up 18/10/2023
18/09/2023,BC_B_3.4,Broad Cliff C,3,4,Hemiptera ,Aphidae,"Brachycaudus cardui (Linnaeus, 1758)",2,"Leaf, rossette",10,37,Piercing/Sucking,Herbivore ,Walk,Multivoltine,Adult,S,Y,,Sampled,written up 18/10/2023
18/09/2023,BC_B_3.4,Broad Cliff C,3,4,Hemiptera ,Cicadellidae,"Cicadellidae sp. (Latreille, 1802) (Morpho 1)",1,Leaf near base,6,37,Piercing/Sucking,Herbivore ,Fly,,Adult,S,N,,Observation,written up 18/10/2023
18/09/2023,BC_B_3.4,Broad Cliff C,3,4,Diptera,Agromyzidae,"Agromyzidae sp. (Fallén, 1823) (Mine)",2,Leaf near base,12,47,Scraping,Herbivore,Walk,Bivoltine,Juvenile,S,N,,Pictured,written up 18/10/2023
26/09/2023,BC_C_1.1,Broad Cliff C,1,1,Araneae,,,0,,,,,,,,,,,,,written up 25/03/2024
26/09/2023,BC_C_1.1,Broad Cliff C,1,1,Coleoptera,,,0,,,,,,,,,,,,,written up 25/03/2024
26/09/2023,BC_C_1.1,Broad Cliff C,1,1,Collembola ,Sminthuridae,"Sminthurus viridis (Linnaeus, 1758)",2,"Underside dead leaf, dead leaf",12,54,Biting/Chewing,Omnivore,Hop,Multivoltine,Both,XS,N,,Sampled,written up 20/11/2023
26/09/2023,BC_C_1.1,Broad Cliff C,1,1,Diptera,,"Diptera sp. (Linnaeus, 1758) (obs)",1,Leaf,14,40,Sponging,,Fly ,,Adult,S,N,,Observation,written up 20/11/2023
26/09/2023,BC_C_1.1,Broad Cliff C,1,1,Diptera,Cecidomyiidae,"Clinodiplosis sp. (Kieffer, 1894) ",3,Dead seed head,6,50,Biting/Chewing,Detritivore,Walk ,Multivoltine,Juvenile,XS,N,,Sampled,written up 20/11/2023
26/09/2023,BC_C_1.1,Broad Cliff C,1,1,Hemiptera ,Cicadellidae,"Anoscopus sp. (Kirschbaum, 1858)",2,Stem,13,28,Piercing/Sucking,Herbivore,Hop,Multivoltine,Adult,M,N,,Sampled,written up 20/11/2023
26/09/2023,BC_C_1.1,Broad Cliff C,1,1,Hymenoptera,Figitidae,"Figitidae sp. (Thomson, 1862) (Morpho 1)",1,Leaf,10,1,Biting/Chewing,Parasitoid,Fly,Multivoltine ,Adult,XS,N,,Sampled,written up 20/11/2023
26/09/2023,BC_C_1.1,Broad Cliff C,1,1,Stylommatophora,Helicoidea,"Helicoidea sp. (Rafinesque, 1815)",1,Underside leaf,10,42,Scraping/Chewing,Omnivore,Walk,,,M,N,,Pictured,written up 20/11/2023
26/09/2023,BC_C_1.1,Broad Cliff C,1,2,Araneae,,,0,,,,,,,,,,,,,written up 25/03/2024
26/09/2023,BC_C_1.1,Broad Cliff C,1,2,Coleoptera,,,0,,,,,,,,,,,,,written up 25/03/2024
26/09/2023,BC_C_1.2,Broad Cliff C,1,2,Collembola ,Sminthuridae,"Sminthurus viridis (Linnaeus, 1758)",1,Underside leaf,12,58,Biting/Chewing,Omnivore,Hop,Multivoltine,Juvenile,XS,N,,Sampled,written up 19/11/2023
26/09/2023,BC_C_1.2,Broad Cliff C,1,2,Diptera,Cecidomyiidae,Aphidoletes sp. ,2,Stem,7,17,Biting/Chewing,Predator,Walk,Multivoltine,Juvenile,XS,N,,Sampled,written up 19/11/2023
26/09/2023,BC_C_1.2,Broad Cliff C,1,2,Diptera,Agromyzidae,"Agromyzidae sp. (Fallén, 1823) (Mine)",1,Leaf,0,32,Scraping,Herbivore,Walk,Bivoltine,Juvenile,S,N,,Pictured,written up 19/11/2023
26/09/2023,BC_C_1.2,Broad Cliff C,1,2,Hemiptera ,Aphididae,"Uroleucon cirsii (Linnaeus, 1758)",1,"Stem, understand leaf",14,30,Piercing/Sucking,Herbivore,Walk,Multivoltine,Juvenile,S,N,,Sampled,written up 19/11/2023
26/09/2023,BC_C_1.2,Broad Cliff C,1,2,Hemiptera ,Aphidae,"Capitophorus sp. (van der Goot, 1913) (Morpho 1)",6,Underside leaf,8,35,Piercing/Sucking,Herbivore ,Walk,Multivoltine,Both,S,N,,Sampled,written up 19/11/2023
26/09/2023,BC_C_1.2,Broad Cliff C,1,2,Hymenoptera,Pambolinae,"Pambolinae sp. (Marshall, 1885)",1,Leaf,9,52,Biting/Chewing,Parasitoid,Fly,,Adult,S,N,,Sampled,written up 19/11/2023
26/09/2023,BC_C_1.2,Broad Cliff C,1,2,Isopoda,Trichoniscidae,"Trichoniscus pusillus (Brandt, 1833)",1,Leaf near base,5,31,Biting/Chewing,Detritivore,Walk,Bivoltine,Adult,S,N,,Observation,written up 19/11/2023
19/08/2023,BC_C_2.1,Broad Cliff C,2,1,Coleoptera,,,0,,,,,,,,,,,,,written up 25/03/2024
19/08/2023,BC_C_2.1,Broad Cliff C,2,1,Collembola,,,0,,,,,,,,,,,,,written up 25/03/2024
19/08/2023,BC_C_2.1,Broad Cliff C,2,1,Araneae,Clubionidae ,"Clubionidae sp. (Simon, 1878) (obs)",1,Dead leaf near base ,0,30,Biting/Sucking ,Predator,Walk,,Adult,M,N,Hiding in Dead leaf,Observation ,written up 20/08/2023
19/08/2023,BC_C_2.1,Broad Cliff C,2,1,Diptera,,"Diptera sp. (Linnaeus, 1758) (obs)",1,Leaf,6,40,Sponging,,Fly,,,S,N,,Observation ,written up 20/08/2023
19/08/2023,BC_C_2.1,Broad Cliff C,2,1,Hemiptera,Miridae,"Megaloceroea recticornis (Geoffroy, 1785)",1,Leaf,14,50,Piercing/Sucking,Herbivore,Fly,Bivoltine,Adult,M,N,,Sampled,written up 20/08/2023
19/08/2023,BC_C_2.1,Broad Cliff C,2,1,Hemiptera ,,Auchenorrhyncha sp. (obs),1,Leaf,12,25,Piercing/Sucking ,Herbivore,Fly,,,S,N,,Observation ,written up 20/08/2023
19/08/2023,BC_C_2.1,Broad Cliff C,2,1,Hemiptera ,Aphididae,"Capitophorus sp. (van der Goot, 1913) (Morpho 1 Alate)",1,Leaf near base,4,47,Piercing/Sucking,Herbivore,Fly,Multivoltine,Adult,S,N,Alate  ,Sampled,written up 20/08/2023
